SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,LC1,LC1gp,LC2,LC2gp,LC3,LC3gp,LC4,LC4gp,LC5,LC5gp,LC6,LC6gp,LC7,LC7gp,LC8,LC8gp,LC9,LC9gp,LC10,LC10gp,LCunknown,LCvote,WhyCandidateA,WhyCandidateB,SupportAny,FollowForum,Campaign_b,Campaign_c,Campaign_d,Campaign_e,Campaign_f,Campaign_g,CampaignEffect_a,CampaignEffect_agp,CampaignEffect_b,CampaignEffect_bgp,CampaignEffect_c,CampaignEffect_cgp,CampaignEffect_d,CampaignEffect_dgp,CampaignEffect_e,CampaignEffect_egp,CampaignEffect_f,CampaignEffect_fgp,CampaignEffect_g,CampaignEffect_ggp,AffectWillVote_a,AffectWillVote_b,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R6_000071,20211209,0.9817502,2,0,1,1,1,4,3,1,8885,2,2,7,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,23,3,2,2,1,1,2,1,1,3,2,2,2,,8886,8886,,2,3,3,3,1,5,3,2
LC2021R6_000072,20211209,1.3108380,2,80,4,1,1,1,1,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,2,1,,,,1,2,3,8888,3,1,1,1,2,2,2,3,1,8888,8888,3,1,3,1,3,1,8889,8889,3,1,2,2,1,2,18,2,2,5,4,4,5,3,2,3,2,7,6,,2,2,,2,1,1,5,2,5,3,2
LC2021R6_000073,20211209,0.9374212,2,50,3,1,1,2,1,1,8885,2,2,2,,,,1,-99,-99,,,,,,,,,,,,,,,,,,,,-99,,,2,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,4,3,,1,3,3,1,2,3,1,2
LC2021R6_000074,20211209,1.3210565,1,90,4,1,1,1,1,1,8885,2,2,9,,,,5,,,,,,,,,8888,8888,,,,,,,,,,,,8888,,,8888,4,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,35,3,2,6,5,5,6,3,3,2,2,5,5,,4,3,,1,3,3,3,2,5,3,1
LC2021R6_000075,20211209,1.0077442,1,50,3,1,1,1,1,1,8885,2,2,10,,,,7,,,,,,,,,,,,,2,1,,,,,,,,1,2,3,1,2,2,1,1,1,1,1,3,1,3,1,3,1,3,1,3,1,4,4,4,4,1,2,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,4,3,4,2,5,3,2
LC2021R6_000076,20211209,0.9497570,1,0,1,1,1,1,1,1,1,1,1,,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,2,4,2,1,2,1,2,2,4,4,4,4,4,4,8888,8888,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,3,1,,2,3,3,1,2,4,2,2
LC2021R6_000077,20211209,1.0566907,2,80,4,1,1,1,1,1,3,1,1,,,,,3,,,,,3,1,,,,,,,,,,,,,,,,1,2,3,8888,4,2,2,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,2,2,3,1,2
LC2021R6_000078,20211209,2.0961023,2,0,1,1,1,2,1,2,,,3,11,,,,10,,,,,,,,,,,,,,,,,,,8888,8888,,8888,,,8888,2,2,2,2,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,2,1,1,2,1,1,4,3,2,2,,1,1,,2,4,3,4,1,3,1,2
LC2021R6_000079,20211209,1.0720260,2,50,3,1,1,1,1,-99,,,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,8888,8888,1,1,2,2,2,2,2,2,4,4,8888,8888,8889,8889,8889,8889,8889,8889,8889,8889,8889,8889,2,1,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,-99,-99,,1,3,3,-99,1,3,1,1
LC2021R6_000080,20211209,0.7229051,1,0,1,1,1,4,3,1,8885,2,2,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,1,2,3,1,2
LC2021R6_000081,20211209,1.2068015,1,30,2,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,3,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,16,2,2,4,3,3,4,2,2,5,3,2,2,,4,3,,2,1,1,4,2,5,3,2
LC2021R6_000082,20211209,0.9144789,1,0,1,1,1,4,3,1,8885,2,2,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,4,1,1,2,1,2,2,8889,8889,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,15,2,2,6,5,5,6,3,3,1,1,5,5,,1,1,,1,2,2,4,2,5,3,1
LC2021R6_000083,20211209,0.8137061,2,0,1,1,1,4,3,2,,,3,8,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,1,3,3,3,2,3,1,2
LC2021R6_000084,20211209,0.9286106,1,0,1,1,1,-99,-99,2,,,3,11,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,3,8888,1,2,1,2,2,-99,-99,4,4,4,4,4,4,4,4,8889,8889,4,4,2,3,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R6_000085,20211209,0.8440330,1,70,4,1,1,1,1,1,8,1,1,,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,2,3,1,3,2,1,1,1,2,2,4,4,4,4,4,4,8888,8888,4,4,4,4,4,4,2,2,1,2,35,3,2,6,5,5,6,3,3,1,1,3,3,,2,2,,1,2,2,5,2,5,3,2
LC2021R6_000086,20211209,1.1102754,2,60,4,1,1,1,1,1,3,1,1,,,,,3,,,,,-99,-99,,,,,,,,,,,,,,,,-99,,,1,2,1,1,1,2,-99,2,2,1,3,1,2,1,2,1,2,1,3,1,8889,8889,2,2,1,1,,,1,4,3,3,4,2,2,3,2,1,1,,2,2,,2,1,1,2,2,5,3,-99
LC2021R6_000087,20211209,0.7229051,1,50,3,1,1,1,1,1,2,1,1,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,1,8888,1,2,1,1,1,1,2,2,8888,8888,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,,,1,6,5,5,6,3,3,4,3,1,1,,2,2,,1,3,3,-99,2,3,1,2
LC2021R6_000088,20211209,0.9748515,1,50,3,1,1,1,1,1,4,1,1,,,,,4,,,,,,,8888,8888,,,,,,,,,,,,,,8888,,,1,2,2,2,1,2,2,2,2,1,3,1,3,1,3,1,3,1,2,1,3,1,1,1,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,2,2,,1,3,3,3,2,2,1,2
LC2021R6_000089,20211209,0.5851474,1,60,4,1,1,2,1,1,8885,2,2,12,,,,6,,,,,,,,,,,-99,-99,,,,,,,,,,-99,,,-99,1,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8888,8888,2,2,2,2,64,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,2,2,4,2,5,3,1
LC2021R6_000090,20211209,1.9240887,2,10,2,1,1,4,3,1,3,1,1,,,,,3,,,,,8886,8886,,,,,,,,,,,,,,,,8886,,,2,3,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,1,8889,8889,8889,8889,2,3,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,2,1,4,2,1
LC2021R6_000091,20211209,0.8413342,1,75,4,1,1,1,1,1,8885,2,2,6,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,1,3,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,27,3,2,6,5,5,6,3,3,1,1,3,3,,8886,8886,,2,1,1,2,3,5,3,2
LC2021R6_000092,20211209,1.2200649,2,0,1,1,1,4,3,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,4,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,5,1,5,3,1
LC2021R6_000093,20211209,0.7480179,2,0,1,1,1,4,3,2,,,3,1,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,3,3,1,1,2,1,2
LC2021R6_000094,20211209,0.7680161,1,50,3,1,1,2,1,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8888,8888,2,2,2,1,,,1,-99,-99,-99,-99,-99,-99,1,1,6,6,,8888,8888,,2,1,1,5,-99,3,1,-99
LC2021R6_000095,20211209,0.5383443,1,10,2,1,1,8886,8886,1,3,1,1,,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,2,2,5,3,1
LC2021R6_000096,20211209,0.9645862,1,20,2,1,1,4,3,2,,,3,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,2,2,1,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,1,1,,1,3,3,5,2,3,1,2
LC2021R6_000097,20211209,0.8440330,1,0,1,1,1,4,3,1,8,1,1,,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,3,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,60,5,8881,6,5,5,6,3,3,5,3,6,6,,1,1,,2,1,1,5,2,4,2,1
LC2021R6_000098,20211209,0.5383443,1,70,4,1,1,2,1,1,3,1,1,,,,,3,,,,,2,1,,,,,,,,,,,,,,,,1,2,3,1,2,2,1,1,1,2,2,4,4,4,4,4,4,3,1,3,1,4,4,4,4,2,2,2,2,41,4,2,7,6,5,6,3,3,3,2,6,6,,2,2,,2,1,1,2,2,5,3,2
LC2021R6_000099,20211209,1.3997213,1,0,1,1,1,1,1,1,3,1,1,,,,,3,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8888,8888,2,2,2,2,10,2,2,4,3,3,4,2,2,3,2,2,2,,8886,8886,,2,1,1,2,2,5,3,2
LC2021R6_000100,20211209,0.7135157,1,50,3,1,1,2,1,1,8885,2,2,4,,,,2,,,2,1,,,,,,,,,,,,,,,,,,1,1,3,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,4,3,,2,1,1,1,3,3,1,2
LC2021R6_000101,20211209,0.9608693,2,0,1,1,1,2,1,2,,,3,11,,,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,2,4,2,2,1,2,2,2,4,4,4,4,4,4,1,1,1,1,8889,8889,4,4,1,1,1,1,,,1,3,2,2,3,2,2,2,2,1,1,,4,3,,2,3,3,4,1,5,3,1
LC2021R6_000102,20211209,0.4966503,1,100,5,1,1,8886,8886,1,8885,2,2,8,,,,4,,,,,,,8888,8888,,,,,,,,,,,,,,8888,,,8888,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,8889,8889,2,2,2,2,30,3,2,7,6,5,6,3,3,1,1,5,5,,4,3,,2,1,1,3,3,5,3,-99
LC2021R6_000103,20211209,0.9586986,2,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,4,2,1,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,2,2,4,1,5,3,1
LC2021R6_000104,20211209,0.7229051,1,0,1,1,1,4,3,2,,,3,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4,34,3,8881,6,5,5,6,3,3,3,2,7,6,,4,3,,2,1,1,1,3,3,1,2
LC2021R6_000105,20211209,1.0439814,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,2,4,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,2,3,3,2,1,3,1,2
LC2021R6_000106,20211209,1.4100564,2,50,3,1,1,8886,8886,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8888,8888,,,1,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,2,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,2,3,3,1,2,3,1,2
LC2021R6_000107,20211209,0.9374212,1,0,1,1,1,1,1,1,1,1,1,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,1,1,2,1,2,2,2,1,2,1,4,4,4,4,4,4,4,4,3,1,2,3,2,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,1,3,4,2,1
LC2021R6_000108,20211209,1.1870707,1,0,1,1,1,4,3,1,2,1,1,,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,3,2,1,1,1,2,2,1,1,2,1,3,1,3,1,2,1,3,1,3,1,3,3,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,2,3,3,-99,2,4,2,1
LC2021R6_000109,20211209,0.9608693,2,1,2,1,1,3,3,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,8888,4,2,2,2,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,2,3,3,4,1,4,2,2
LC2021R6_000110,20211209,0.9946552,1,50,3,1,1,2,1,2,,,3,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,2,8888,1,1,1,2,2,2,4,4,4,4,4,4,3,1,4,4,4,4,4,4,2,2,2,2,42,4,2,6,5,5,6,3,3,2,2,5,5,,-99,-99,,1,2,2,4,2,5,3,2
LC2021R6_000111,20211209,0.9608693,2,30,2,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,4,1,,1,2,1,1,1,2,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,1,1,,2,4,3,4,1,4,2,1
LC2021R6_000112,20211209,0.5998275,2,50,3,1,1,1,1,1,8885,2,2,3,,,,1,-99,-99,,,,,,,,,,,,,,,,,,,,-99,,,1,4,1,8888,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,28,3,2,7,6,5,6,3,3,2,2,6,6,,8888,8888,,2,1,1,1,-99,-99,-99,-99
LC2021R6_000113,20211209,0.6068811,1,90,4,1,1,3,3,2,,,3,2,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,1,3,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,8889,8889,2,1,1,1,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,1,2,3,1,2
LC2021R6_000114,20211209,0.5681105,1,90,4,1,1,2,1,-99,,,-99,4,,,,2,,,-99,-99,,,,,,,,,,,,,,,,,,-99,,,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,,,1,-99,-99,-99,-99,-99,-99,2,2,2,2,,8888,8888,,2,1,1,1,1,5,3,2
LC2021R6_000115,20211209,0.4619260,1,50,3,1,1,1,1,1,8885,2,2,18,,,,2,,,3,1,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,1,1,1,2,2,3,1,3,1,3,1,3,1,3,1,4,4,3,1,2,1,1,2,62,5,2,7,6,5,6,3,3,2,2,6,6,,1,1,,1,3,3,5,3,4,2,2
LC2021R6_000116,20211209,0.4565571,2,90,4,1,1,1,1,1,8885,2,2,18,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,1,1,1,1,1,1,2,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,2,2,2,5,42,4,8881,7,6,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,5,1,3,1,1
LC2021R6_000117,20211209,0.6364498,1,90,4,1,1,2,1,2,,,3,10,,,,7,,,,,,,,,,,,,2,1,,,,,,,,1,2,3,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,54,4,2,7,6,5,6,3,3,1,1,3,3,,1,1,,2,1,1,4,1,3,1,1
LC2021R6_000118,20211209,1.0077442,1,0,1,1,1,4,3,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,4,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,2,2,3,3,,3,1,,2,1,1,4,1,5,3,2
LC2021R6_000119,20211209,1.6317744,2,0,1,1,2,4,3,1,8885,2,2,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,2,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,2,1,1,2,1,1,4,3,2,2,,1,1,,2,1,1,1,1,5,3,1
LC2021R6_000120,20211209,0.9748515,1,90,4,1,1,1,1,1,8885,2,2,8,,,,4,,,,,,,1,1,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,2,2,1,1,4,4,4,4,8888,8888,1,1,4,4,8889,8889,2,2,2,2,30,3,2,5,4,4,5,3,2,3,2,3,3,,2,2,,2,1,1,3,2,4,2,2
LC2021R6_000121,20211209,0.5446750,2,100,5,1,2,2,1,1,8885,2,2,6,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,3,1,3,1,1,1,1,2,2,3,1,2,1,3,1,3,1,3,1,4,4,3,1,1,1,1,5,42,4,8881,7,6,5,6,3,3,3,2,6,6,,2,2,,2,1,1,2,2,3,1,2
LC2021R6_000122,20211209,0.8961545,1,98,4,1,2,1,1,1,8885,2,2,18,,,,2,,,2,1,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,24,3,2,5,4,4,5,3,2,1,1,5,5,,2,2,,2,1,1,5,2,4,2,2
LC2021R6_000123,20211209,0.8853761,1,50,3,1,1,2,1,2,,,3,4,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,1,3,8888,3,1,1,1,1,2,1,3,1,4,4,4,4,3,1,4,4,3,1,4,4,1,2,2,2,30,3,2,3,2,2,3,2,2,3,2,2,2,,4,3,,1,2,2,1,1,5,3,2
LC2021R6_000124,20211209,1.1485583,1,50,3,1,1,8886,8886,1,8885,2,2,12,,,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,8888,3,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,25,3,2,5,4,4,5,3,2,3,2,2,2,,1,1,,2,1,1,4,2,5,3,2
LC2021R6_000125,20211209,0.9608693,2,70,4,1,2,1,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,1,3,2,2,1,1,2,2,3,1,4,4,4,4,4,4,3,1,4,4,4,4,1,1,1,2,20,3,2,3,2,2,3,2,2,3,2,1,1,,8886,8886,,2,1,1,4,2,5,3,1
LC2021R6_000126,20211209,1.3108380,2,60,4,1,1,1,1,2,,,3,17,,,,9,,,,,,,,,,,,,,,,,3,1,,,,1,8888,3,2,4,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,2,1,1,5,3,5,3,2
LC2021R6_000127,20211209,0.6244676,1,50,3,1,1,1,1,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,2,1,,,,1,2,2,1,1,1,1,2,1,2,2,2,1,3,1,3,1,2,1,2,1,4,4,3,1,1,2,1,2,59,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,5,2,5,3,2
LC2021R6_000128,20211209,1.3849363,1,0,1,1,1,8886,8886,1,8885,2,2,5,2,,,5,,,,,,,,,8888,8888,,,,,,,,,,,,8888,,,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,25,3,2,3,2,2,3,2,2,3,2,3,3,,3,1,,2,1,1,2,2,5,3,2
LC2021R6_000129,20211209,0.5998275,1,0,1,1,1,8886,8886,2,,,3,3,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,2,4,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,7,6,5,6,3,3,3,2,5,5,,8886,8886,,1,3,3,1,2,4,2,2
LC2021R6_000130,20211209,1.2342320,1,0,1,1,1,3,3,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,8888,3,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,4,2,5,3,2
LC2021R6_000131,20211209,1.6592076,2,50,3,1,1,2,1,2,,,3,9,,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,8888,3,1,3,1,1,1,2,2,2,3,1,4,4,4,4,3,1,2,1,8889,8889,8889,8889,1,8888,2,2,30,3,2,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,1,1,3,-99,5,3,2
LC2021R6_000132,20211209,0.7135157,1,0,1,1,1,4,3,1,2,1,1,,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,6,5,5,6,3,3,4,3,6,6,,3,1,,1,3,3,-99,-99,3,1,2
LC2021R6_000133,20211209,0.4966503,1,50,3,1,1,2,1,1,8885,2,2,7,,,,4,,,,,,,-99,-99,,,,,,,,,,,,,,-99,,,8888,1,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,35,3,2,7,6,5,6,3,3,1,1,5,5,,8886,8886,,1,3,3,3,3,5,3,2
LC2021R6_000134,20211209,0.5851474,1,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,4,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,42,4,2,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,3,3,1,2
LC2021R6_000135,20211209,1.3997213,2,80,4,1,1,1,1,1,3,1,1,,,,,3,,,,,-99,-99,,,,,,,,,,,,,,,,-99,,,2,4,1,1,1,2,2,2,4,4,4,4,4,4,2,1,3,1,4,4,4,4,2,2,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,2,3,3,2,1,3,1,2
LC2021R6_000136,20211209,1.1347441,1,70,4,1,1,1,1,2,,,3,12,,,,6,,,,,,,,,,,2,1,,,,,,,,,,1,2,1,1,3,1,2,1,1,2,2,3,1,2,1,2,1,3,1,3,1,4,4,2,1,2,2,2,7,36,3,8881,3,2,2,3,2,2,5,3,1,1,,2,2,,1,3,3,4,2,3,1,2
LC2021R6_000137,20211209,1.3210565,1,75,4,1,1,1,1,1,5,1,1,,,,,5,,,,,,,,,-99,-99,,,,,,,,,,,,-99,,,1,2,1,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,4,3,,1,3,3,3,2,5,3,2
LC2021R6_000138,20211209,0.9608693,2,50,3,1,2,8886,8886,2,,,3,11,,,,10,,,,,,,,,,,,,,,,,,,1,1,,1,8888,8888,2,3,1,1,1,1,2,2,3,1,3,1,3,1,4,4,4,4,1,1,4,4,2,2,1,2,23,3,2,3,2,2,3,2,2,3,2,3,3,,1,1,,2,1,1,4,2,4,2,2
LC2021R6_000139,20211209,0.5330566,2,30,2,1,1,4,3,2,,,3,15,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,4,2,1,1,1,2,2,8889,8889,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,2,2,5,3,5,3,2
LC2021R6_000140,20211209,0.9374212,1,0,1,1,1,8886,8886,1,8885,2,2,3,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,1,1,1,1,1,1,2,2,8888,8888,4,4,4,4,1,1,4,4,4,4,4,4,1,3,2,2,50,4,2,6,5,5,6,3,3,3,2,5,5,,8888,8888,,2,3,3,1,2,5,3,2
LC2021R6_000141,20211209,1.2370775,2,40,2,1,1,1,1,2,,,3,3,,,,1,2,1,,,,,,,,,,,,,,,,,,,,1,2,3,1,3,2,1,2,1,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,2,2,,2,3,3,1,2,3,1,2
LC2021R6_000142,20211209,0.5933689,1,0,1,1,1,4,3,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,60,5,2,7,6,5,6,3,3,2,2,6,6,,1,1,,1,2,2,4,2,3,1,2
LC2021R6_000143,20211209,1.1632123,1,0,1,1,1,2,1,1,-99,-99,-99,3,,,,1,-99,-99,,,,,,,,,,,,,,,,,,,,-99,,,-99,3,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,8889,8889,2,2,2,-99,-99,,-99,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,1,1,1,1,4,2,2
LC2021R6_000144,20211209,0.5330566,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,1,2,1,1,1,1,1,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,4,40,4,8881,7,6,5,6,3,3,3,2,5,5,,4,3,,1,2,2,5,2,5,3,2
