SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,SupportAny,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R4_000530,20211201,0.7966649,1,100,5,1,1,2,1,1,8885,2,2,12,,,,6,2,1,2,43,4,2,6,5,5,6,3,3,3,2,6,6,,4,3,,1,2,2,4,2,4,2,2
LC2021R4_000531,20211201,0.5976785,1,40,2,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,2,2,3,1,2
LC2021R4_000532,20211201,1.916518,1,60,4,1,1,8886,8886,1,8885,2,2,9,,,,5,2,1,1,,,1,4,3,3,4,2,2,3,2,2,2,,4,3,,2,1,1,3,1,3,1,2
LC2021R4_000533,20211201,1.2852371,2,80,4,1,2,1,1,1,4,1,1,,,,,4,1,2,2,10,2,2,2,1,1,2,1,1,5,3,2,2,,2,2,,2,3,3,3,1,3,1,1
LC2021R4_000534,20211201,1.0226482,1,20,2,1,1,2,1,1,8885,2,2,17,,,,9,2,1,1,,,1,5,4,4,5,3,2,3,2,6,6,,4,3,,2,1,1,5,3,5,3,2
LC2021R4_000535,20211201,0.5912965,1,80,4,1,1,1,1,1,1,1,1,,,,,1,1,1,2,60,5,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,1,2,4,2,2
LC2021R4_000536,20211201,1.1306434,2,0,1,1,1,4,3,1,6,1,1,,,,,6,2,2,1,,,1,5,4,4,5,3,2,5,3,2,2,,1,1,,1,3,3,4,2,4,2,2
LC2021R4_000537,20211201,1.1038259,1,80,4,1,1,2,1,1,8885,2,2,15,,,,8,2,2,2,22,3,2,5,4,4,5,3,2,4,3,1,1,,2,2,,1,3,3,5,2,8888,8888,-99
LC2021R4_000538,20211201,1.4356069,2,0,1,1,1,4,3,1,8885,2,2,10,,,,7,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,2,2,4,2,4,2,1
LC2021R4_000539,20211201,0.8419976,1,20,2,1,1,2,1,1,8885,2,2,2,,,,1,8888,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000540,20211201,1.0704573,1,0,1,1,2,1,1,1,4,1,1,,,,,4,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,-99,-99,,2,1,1,3,1,5,3,1
LC2021R4_000541,20211201,2.0394105,2,20,2,1,1,1,1,1,8885,2,2,9,,,,5,1,2,1,,,1,3,2,2,3,2,2,3,2,5,5,,8886,8886,,2,1,1,3,3,5,3,1
LC2021R4_000542,20211201,0.7727736,2,50,3,1,1,8886,8886,1,8885,2,2,7,,,,4,8888,2,1,,,1,6,5,5,6,3,3,3,2,2,2,,1,1,,1,3,3,3,2,3,1,2
LC2021R4_000543,20211201,0.8689405,2,100,5,1,1,1,1,1,8885,2,2,12,,,,6,1,1,1,,,1,5,4,4,5,3,2,5,3,2,2,,4,3,,1,3,3,4,2,8888,8888,-99
LC2021R4_000544,20211201,1.1097026,2,0,1,1,2,4,3,1,8885,2,2,3,,,,1,8888,2,6,20,3,8881,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,1,2,3,1,1
LC2021R4_000545,20211201,0.7877046,2,0,1,1,1,4,3,1,8885,2,2,6,,,,3,2,2,2,19,2,2,3,2,2,3,2,2,5,3,2,2,,1,1,,2,3,3,2,1,4,2,2
LC2021R4_000546,20211201,0.6064806,2,0,1,1,1,1,1,2,,,3,6,,,,3,1,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,4,3,,2,1,1,2,3,3,1,1
LC2021R4_000547,20211201,1.7452551,2,0,1,1,1,1,1,1,7,1,1,,,,,7,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,-99,-99,,-99,-99,-99,1,-99,-99,-99,-99
LC2021R4_000548,20211201,0.943207,2,10,2,1,1,3,3,2,,,3,8,,,,4,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,3,3,3,2,3,1,2
LC2021R4_000549,20211201,0.5976785,1,70,4,1,1,1,1,1,8885,2,2,5,1,,,3,1,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,2,1,1,2,3,2,1,2
LC2021R4_000550,20211201,0.6674314,1,50,3,1,1,1,1,1,8885,2,2,13,,8888,,-99,1,2,5,39,3,8881,7,6,5,6,3,3,3,2,5,5,,4,3,,1,3,3,4,2,2,1,2
LC2021R4_000551,20211201,0.8401058,2,0,1,1,1,4,3,2,,,3,6,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,8886,8886,,2,3,3,2,1,5,3,2
LC2021R4_000552,20211201,1.5474224,1,70,4,1,1,1,1,1,5,1,1,,,,,5,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,2,2,,1,2,2,2,2,4,2,2
LC2021R4_000553,20211201,1.3125955,2,0,1,1,2,2,1,1,8885,2,2,15,,,,8,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,2,3,3,5,1,4,2,1
LC2021R4_000554,20211201,0.5903943,1,80,4,1,1,1,1,1,8885,2,2,12,,,,6,1,2,4,55,4,8881,7,6,5,6,3,3,2,2,6,6,,1,1,,1,2,2,4,3,4,2,2
LC2021R4_000555,20211201,0.9513958,1,50,3,1,1,1,1,1,8885,2,2,17,,,,9,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,4,3,,2,1,1,5,2,4,2,2
LC2021R4_000556,20211201,0.6239895,1,40,2,1,1,4,3,2,,,3,2,,,,1,2,2,2,61,5,2,7,6,5,6,3,3,1,1,5,5,,8888,8888,,2,1,1,1,2,5,3,-99
LC2021R4_000557,20211201,0.5594615,1,60,4,1,1,2,1,1,8885,2,2,13,,1,,6,1,1,2,60,5,2,7,6,5,6,3,3,5,3,6,6,,2,2,,1,2,2,4,2,4,2,2
LC2021R4_000558,20211201,0.6519015,1,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,2,2,2,2,4,2,2
LC2021R4_000559,20211201,1.5702117,2,30,2,1,1,1,1,1,8885,2,2,5,2,,,5,1,2,2,40,4,2,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,2,2,2,-99,5,3,2
LC2021R4_000560,20211201,1.1332437,2,0,1,1,1,4,3,1,1,1,1,,,,,1,8888,2,1,,,1,4,3,3,4,2,2,5,3,2,2,,1,1,,1,3,3,1,2,3,1,1
LC2021R4_000561,20211201,1.1642742,2,60,4,1,1,1,1,1,8885,2,2,18,,,,2,8888,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,2,2,,1,3,3,5,2,2,1,2
LC2021R4_000562,20211201,0.5763908,1,50,3,1,1,2,1,1,8885,2,2,15,,,,8,1,2,2,68,5,2,7,6,5,6,3,3,1,1,6,6,,-99,-99,,-99,-99,-99,5,-99,-99,-99,-99
LC2021R4_000563,20211201,0.5976785,1,0,1,1,1,2,1,1,8885,2,2,6,,,,3,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,2,2,2,1,2
LC2021R4_000564,20211201,1.0341383,2,0,1,1,1,4,3,2,,,3,16,,,2,7,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,2,3,3,5,2,5,3,2
LC2021R4_000565,20211201,1.0467985,2,49,2,1,1,1,1,1,8,1,1,,,,,8,1,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,8886,8886,,2,3,3,5,2,5,3,2
LC2021R4_000566,20211201,1.6878088,1,50,3,1,2,3,3,2,,,3,5,2,,,5,2,1,5,30,3,8881,5,4,4,5,3,2,1,1,7,6,,8886,8886,,2,1,1,2,2,5,3,2
LC2021R4_000567,20211201,0.4197223,1,90,4,1,1,1,1,1,3,1,1,,,,,3,1,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,2,2,5,3,1
LC2021R4_000568,20211201,1.7293949,2,10,2,1,1,3,3,1,8885,2,2,13,,2,,10,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,2,1,1,4,1,4,2,2
LC2021R4_000569,20211201,1.6418483,2,0,1,1,1,4,3,1,8885,2,2,11,,,,10,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,3,3,4,2,3,1,2
LC2021R4_000570,20211201,1.3587878,1,1,2,1,1,4,3,1,10,1,1,,,,,10,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,4,2,3,1,1
LC2021R4_000571,20211201,0.5348075,1,75,4,1,1,2,1,2,,,3,8,,,,4,8888,1,1,,,1,7,6,5,6,3,3,4,3,6,6,,8886,8886,,2,1,1,3,2,4,2,2
LC2021R4_000572,20211201,1.079711,2,0,1,1,1,4,3,1,8885,2,2,16,,,1,8,2,1,2,22,3,2,3,2,2,3,2,2,2,2,3,3,,3,1,,2,3,3,5,2,5,3,1
LC2021R4_000573,20211201,1.7452551,2,0,1,1,1,4,3,2,,,3,16,,,2,7,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,2,2,5,1,3,1,2
LC2021R4_000574,20211201,0.8543979,1,0,1,1,1,4,3,1,8885,2,2,3,,,,1,2,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,2,2,1,3,2,1,2
LC2021R4_000575,20211201,0.900617,2,99,4,1,2,2,1,2,,,3,-99,,,,-99,1,1,1,,,1,6,5,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,-99,2,5,3,2
LC2021R4_000576,20211201,0.7892234,1,50,3,1,1,1,1,2,,,3,15,,,,8,1,2,2,60,5,2,6,5,5,6,3,3,1,1,6,6,,1,1,,1,1,1,5,2,4,2,1
LC2021R4_000577,20211201,0.9823235,1,0,1,1,1,8886,8886,2,,,3,16,,,8888,-99,2,1,1,,,1,5,4,4,5,3,2,4,3,7,6,,8886,8886,,1,3,3,5,2,5,3,2
LC2021R4_000578,20211201,1.0226482,2,50,3,1,1,1,1,1,9,1,1,,,,,9,2,1,2,28,3,2,5,4,4,5,3,2,2,2,3,3,,-99,-99,,2,1,1,5,2,5,3,2
LC2021R4_000579,20211201,0.9866877,2,10,2,1,2,4,3,2,,,3,12,,,,6,1,1,5,10,2,8881,4,3,3,4,2,2,5,3,1,1,,1,1,,2,3,3,4,1,2,1,2
LC2021R4_000580,20211201,0.6584251,2,50,3,1,1,1,1,1,8885,2,2,14,,,,9,1,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,2,2,,1,3,3,5,2,4,2,2
LC2021R4_000581,20211201,1.0722305,1,100,5,1,1,1,1,1,8885,2,2,12,,,,6,1,2,2,11,2,2,4,3,3,4,2,2,5,3,1,1,,2,2,,1,3,3,4,2,3,1,-99
LC2021R4_000582,20211201,1.5429125,2,70,4,1,1,2,1,2,,,3,11,,,,10,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,8886,8886,,1,2,2,4,2,4,2,2
LC2021R4_000583,20211201,0.4429289,1,70,4,1,1,1,1,1,3,1,1,,,,,3,1,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,1,1,2,2,5,3,2
LC2021R4_000584,20211201,0.8483303,2,60,4,1,1,1,1,1,8885,2,2,15,,,,8,1,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,4,3,,1,3,3,5,2,4,2,2
LC2021R4_000585,20211201,0.8297065,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,3,3,2,2,3,1,2
LC2021R4_000586,20211201,0.5976785,1,0,1,1,1,8886,8886,2,,,3,6,,,,3,2,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,4,3,,1,3,3,2,2,3,1,2
LC2021R4_000587,20211201,1.0467985,2,100,5,1,1,1,1,1,8885,2,2,16,,,1,8,1,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,4,3,,2,3,3,5,1,4,2,2
LC2021R4_000588,20211201,1.2524194,1,90,4,1,1,1,1,1,8885,2,2,3,,,,1,1,1,1,,,1,-99,-99,-99,-99,-99,-99,5,3,6,6,,2,2,,-99,3,3,1,2,3,1,2
LC2021R4_000589,20211201,0.8482377,1,0,1,1,1,8886,8886,1,-99,-99,-99,6,,,,3,8888,2,-99,40,4,-99,5,4,4,5,3,2,2,2,6,6,,8886,8886,,-99,-99,-99,2,2,4,2,-99
LC2021R4_000590,20211201,0.761558,1,0,1,1,1,4,3,2,,,3,7,,,,4,8888,1,1,,,1,6,5,5,6,3,3,1,1,6,6,,3,1,,1,3,3,3,2,4,2,2
LC2021R4_000591,20211201,1.1059426,2,0,1,1,1,4,3,1,6,1,1,,,,,6,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000592,20211201,0.6239895,1,10,2,1,2,4,3,1,1,1,1,,,,,1,-99,2,2,43,4,2,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,1,2,3,1,2
LC2021R4_000593,20211201,1.0866843,1,50,3,1,1,1,1,1,8885,2,2,9,,,,5,1,1,2,33,3,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,3,2,5,3,1
LC2021R4_000594,20211201,0.5594615,2,90,4,1,1,1,1,1,6,1,1,,,,,6,1,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,4,2,3,1,-99
LC2021R4_000595,20211201,1.4356069,1,50,3,1,2,3,3,1,7,1,1,,,,,7,2,1,2,13,2,2,3,2,2,3,2,2,3,2,3,3,,4,3,,1,3,3,5,2,3,1,2
LC2021R4_000596,20211201,0.8689405,1,0,1,1,1,3,3,2,,,3,13,,1,,6,8888,1,2,40,4,2,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000597,20211201,1.5474224,2,0,1,1,1,1,1,1,5,1,1,,,,,5,2,1,1,,,1,6,5,5,6,3,3,2,2,3,3,,8886,8886,,1,2,2,2,2,4,2,2
LC2021R4_000598,20211201,0.8044148,1,70,4,1,1,2,1,1,3,1,1,,,,,3,8888,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,4,3,,1,2,2,2,2,3,1,2
LC2021R4_000599,20211201,0.777769,2,70,4,1,1,1,1,1,8885,2,2,16,,,1,8,1,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,5,2,2,1,2
LC2021R4_000600,20211201,0.7966649,1,0,1,1,1,4,3,2,,,3,12,,,,6,2,1,2,50,4,2,6,5,5,6,3,3,1,1,3,3,,3,1,,2,1,1,4,2,4,2,2
LC2021R4_000601,20211201,0.7892234,2,60,4,1,2,8886,8886,2,,,3,16,,,1,8,8888,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,4,3,,1,1,1,5,2,5,3,2
LC2021R4_000602,20211201,1.5823122,2,0,1,1,1,4,3,1,9,1,1,,,,,9,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,2,2,5,1,4,2,2
LC2021R4_000603,20211201,0.9513958,1,0,1,1,1,4,3,1,9,1,1,,,,,9,2,2,1,,,1,6,5,5,6,3,3,5,3,5,5,,8886,8886,,1,3,3,5,2,8888,8888,2
LC2021R4_000604,20211201,1.0428332,1,0,1,1,1,4,3,1,1,1,1,,,,,1,1,1,1,,,1,4,3,3,4,2,2,2,2,7,6,,1,1,,2,1,1,1,3,5,3,2
LC2021R4_000605,20211201,1.0226482,1,0,1,1,1,8886,8886,2,,,3,14,,,,9,8888,1,-99,-99,,-99,5,4,4,5,3,2,3,2,1,1,,1,1,,1,3,3,5,2,5,3,2
LC2021R4_000606,20211201,0.6519015,1,50,3,1,1,3,3,1,3,1,1,,,,,3,8888,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,2,2,,2,3,3,2,1,5,3,2
LC2021R4_000607,20211201,0.6064806,2,50,3,1,1,2,1,1,3,1,1,,,,,3,2,2,2,40,4,2,6,5,5,6,3,3,3,2,2,2,,8888,8888,,1,3,3,2,2,3,1,1
LC2021R4_000608,20211201,1.5823122,2,20,2,1,2,2,1,2,,,3,14,,,,9,2,2,1,,,1,2,1,1,2,1,1,3,2,2,2,,4,3,,2,4,3,5,1,4,2,2
LC2021R4_000609,20211201,0.4197223,1,75,4,1,1,1,1,1,3,1,1,,,,,3,1,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,2,2,5,3,2
LC2021R4_000610,20211201,1.0713881,1,0,1,1,1,8886,8886,2,,,3,18,,,,2,2,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,8886,8886,,1,3,3,5,2,5,3,2
LC2021R4_000611,20211201,0.8297065,2,0,1,1,1,-99,-99,1,3,1,1,,,,,3,2,1,1,,,1,3,2,2,3,2,2,3,2,2,2,,-99,-99,,1,2,2,2,1,4,2,2
LC2021R4_000612,20211201,0.6519015,1,0,1,1,1,8886,8886,2,,,3,6,,,,3,2,1,1,,,1,5,4,4,5,3,2,3,2,1,1,,1,1,,2,1,1,2,3,4,2,1
LC2021R4_000613,20211201,0.9183859,1,20,2,1,1,8886,8886,1,1,1,1,,,,,1,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000614,20211201,1.4209904,2,0,1,1,1,4,3,1,1,1,1,,,,,1,2,2,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,2,2,2,1,1,5,3,2
LC2021R4_000615,20211201,1.6766782,2,10,2,1,1,4,3,2,,,3,13,,2,,10,2,2,1,,,1,4,3,3,4,2,2,3,2,5,5,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000616,20211201,1.7680202,2,50,3,1,1,1,1,2,,,3,13,,2,,10,1,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,1,3,3,4,2,3,1,1
LC2021R4_000617,20211201,1.3918457,2,70,4,1,1,2,1,1,7,1,1,,,,,7,8888,2,2,15,2,2,4,3,3,4,2,2,3,2,5,5,,8888,8888,,2,2,2,5,2,8888,8888,2
LC2021R4_000618,20211201,1.7680202,1,0,1,1,1,1,1,2,,,3,11,,,,10,1,2,1,,,1,5,4,4,5,3,2,5,3,5,5,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000619,20211201,0.8689405,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000620,20211201,0.4197223,1,60,4,1,1,2,1,1,3,1,1,,,,,3,8888,1,2,53,4,2,7,6,5,6,3,3,2,2,6,6,,4,3,,2,1,1,2,1,5,3,2
LC2021R4_000621,20211201,0.6674314,1,100,5,1,1,-99,-99,2,,,3,13,,8888,,-99,8888,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,3,5,3,2
LC2021R4_000622,20211201,0.5594615,1,50,3,1,1,2,1,1,6,1,1,,,,,6,1,1,2,40,4,2,7,6,5,6,3,3,4,3,6,6,,8888,8888,,1,1,1,4,2,5,3,2
LC2021R4_000623,20211201,1.2121395,2,30,2,1,1,1,1,1,8885,2,2,13,,-99,,-99,1,2,1,,,1,4,3,3,4,2,2,3,2,1,1,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000624,20211201,0.6519015,1,50,3,1,1,2,1,2,,,3,6,,,,3,8888,1,2,35,3,2,5,4,4,5,3,2,3,2,2,2,,2,2,,1,2,2,2,2,5,3,2
LC2021R4_000625,20211201,1.3306439,1,50,3,1,1,1,1,2,,,3,17,,,,9,8888,2,2,16,2,2,5,4,4,5,3,2,3,2,3,3,,8886,8886,,1,3,3,5,2,5,3,-99
LC2021R4_000626,20211201,0.9138806,1,20,2,1,1,8886,8886,1,8885,2,2,-99,,,,-99,2,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,1,1,,1,3,3,-99,2,3,1,2
LC2021R4_000627,20211201,1.0493683,1,0,1,1,1,8886,8886,2,,,3,10,,,,7,8888,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000628,20211201,1.003688,2,10,2,1,1,2,1,1,4,1,1,,,,,4,8888,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,3,3,3,1,4,2,2
LC2021R4_000629,20211201,1.1642742,2,50,3,1,1,2,1,2,,,3,1,,,,2,2,2,2,10,2,2,4,3,3,4,2,2,3,2,2,2,,1,1,,1,3,3,1,2,3,1,2
LC2021R4_000630,20211201,0.8482377,1,0,1,1,1,4,3,1,3,1,1,,,,,3,2,2,1,,,1,5,4,4,5,3,2,3,2,6,6,,1,1,,1,2,2,4,2,3,1,2
LC2021R4_000631,20211201,2.196134,2,20,2,1,1,4,3,1,8885,2,2,9,,,,5,2,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,2,3,3,3,2,4,2,2
LC2021R4_000632,20211201,0.5594615,1,50,3,1,1,1,1,2,,,3,12,,,,6,1,1,8881,37,3,8881,7,6,5,6,3,3,1,1,6,6,,2,2,,1,1,1,4,2,8888,8888,-99
LC2021R4_000633,20211201,1.1198041,1,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,2,1,2,16,2,2,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,4,1,4,2,1
LC2021R4_000634,20211201,1.2277014,1,70,4,1,1,1,1,1,8885,2,2,4,,,,2,1,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,1,1,1,2,3,1,1
LC2021R4_000635,20211201,0.5763908,1,0,1,1,1,4,3,2,,,3,16,,,1,8,2,2,1,,,1,7,6,5,6,3,3,3,2,6,6,,8886,8886,,1,3,3,5,3,4,2,2
LC2021R4_000636,20211201,0.777769,1,50,3,1,1,4,3,1,8885,2,2,15,,,,8,1,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,5,2,3,1,2
LC2021R4_000637,20211201,0.6239895,2,60,4,1,1,2,1,1,8885,2,2,3,,,,1,1,2,2,50,4,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,1,3,3,1,2
LC2021R4_000638,20211201,1.3587878,2,0,1,1,1,4,3,2,,,3,13,,2,,10,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,4,2,4,2,2
LC2021R4_000639,20211201,0.943207,2,0,1,1,1,-99,-99,1,4,1,1,,,,,4,2,1,2,35,3,2,4,3,3,4,2,2,3,2,2,2,,8886,8886,,2,1,1,3,1,5,3,2
LC2021R4_000640,20211201,1.4536003,2,0,1,1,1,2,1,2,,,3,10,,,,7,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,2,1,1,4,1,5,3,2
LC2021R4_000641,20211201,0.8543979,1,0,1,1,1,4,3,1,1,1,1,,,,,1,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,2,2,1,1,3,1,2
LC2021R4_000642,20211201,1.0808189,1,0,1,1,1,2,1,2,,,3,8,,,,4,8888,2,1,,,1,5,4,4,5,3,2,2,2,5,5,,8886,8886,,2,1,1,3,2,5,3,2
LC2021R4_000643,20211201,1.1642742,2,0,1,1,1,4,3,1,8885,2,2,1,,,,2,2,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,3,3,1,2,4,2,2
LC2021R4_000644,20211201,0.6239895,1,80,4,1,1,1,1,2,,,3,3,,,,1,8888,2,1,,,1,7,6,5,6,3,3,4,3,6,6,,8886,8886,,1,3,3,1,2,4,2,-99
LC2021R4_000645,20211201,0.777769,1,5,2,1,1,3,3,2,,,3,16,,,1,8,2,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,5,2,3,1,2
LC2021R4_000646,20211201,1.0249801,1,70,4,1,1,1,1,1,4,1,1,,,,,4,1,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,4,3,,2,3,3,3,2,4,2,-99
LC2021R4_000647,20211201,0.6239895,1,0,1,1,1,8886,8886,1,-99,-99,-99,3,,,,1,8888,2,2,64,5,2,7,6,5,6,3,3,2,2,6,6,,1,1,,1,3,3,1,2,4,2,1
LC2021R4_000648,20211201,0.5643772,1,60,4,1,1,2,1,1,4,1,1,,,,,4,8888,2,2,73,5,2,7,6,5,6,3,3,4,3,6,6,,4,3,,1,3,3,3,1,4,2,2
LC2021R4_000649,20211202,0.7966649,1,5,2,1,1,2,1,1,6,1,1,,,,,6,1,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,4,2,4,2,2
LC2021R4_000650,20211202,1.1198041,2,30,2,1,1,8888,8888,1,8885,2,2,12,,,,6,2,1,1,,,1,2,1,1,2,1,1,2,2,1,1,,8886,8886,,2,1,1,4,2,3,1,2
LC2021R4_000651,20211202,1.0808189,2,90,4,1,2,1,1,1,8885,2,2,8,,,,4,2,2,2,10,2,2,5,4,4,5,3,2,2,2,3,3,,8881,8888,___,2,3,3,3,3,5,3,2
LC2021R4_000652,20211202,1.3918457,2,50,3,1,1,1,1,1,7,1,1,,,,,7,1,2,2,12,2,2,4,3,3,4,2,2,5,3,5,5,,-99,-99,,1,3,3,4,2,3,1,-99
LC2021R4_000653,20211202,0.777769,1,90,4,1,1,1,1,1,8885,2,2,15,,,,8,1,1,2,40,4,2,6,5,5,6,3,3,2,2,2,2,,2,2,,2,1,1,5,2,5,3,2
LC2021R4_000654,20211202,1.3444851,2,0,1,1,2,4,3,1,6,1,1,,,,,6,2,2,1,,,1,1,1,1,1,1,1,4,3,4,4,,3,1,,1,2,2,4,1,5,3,1
LC2021R4_000655,20211202,1.0250531,2,50,3,1,1,3,3,1,8885,2,2,16,,,1,8,8888,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,2,2,5,2,3,1,2
LC2021R4_000656,20211202,0.8419976,1,191,191,1,1,1,1,1,8885,2,2,3,,,,1,8888,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,2,1,1,1,3,8888,8888,2
LC2021R4_000657,20211202,1.1038259,2,30,2,1,1,8886,8886,2,,,3,16,,,1,8,8888,2,1,,,1,5,4,4,5,3,2,4,3,1,1,,8886,8886,,2,3,3,5,3,3,1,2
LC2021R4_000658,20211202,0.5912965,1,0,1,1,1,1,1,1,8885,2,2,3,,,,1,1,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,4,3,,2,3,3,1,3,4,2,2
LC2021R4_000659,20211202,0.6674314,1,50,3,1,1,1,1,1,8886,2,2,-99,,,,-99,1,2,2,55,4,2,7,6,5,6,3,3,1,1,6,6,,1,1,,2,1,1,2,3,5,3,-99
LC2021R4_000660,20211202,1.1869596,2,-99,-99,1,1,4,3,1,8885,2,2,-99,,,,-99,8888,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,-99,-99,,1,4,3,5,1,3,1,-99
LC2021R4_000661,20211202,0.6410756,1,60,4,1,1,8886,8886,2,,,3,18,,,,2,8888,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,3,3,5,3,5,3,2
LC2021R4_000662,20211202,0.7966649,1,0,1,1,1,1,1,1,8885,2,2,13,,1,,6,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,-99,-99,-99,4,-99,8888,8888,2
